dealer_up,initial_hand,dealer_final,dealer_final_value,player_final,player_final_value,actions_taken,win
7,"[8, 2]","[7, 10]",17,"[[8, 2, 6]]",[16],[['D']],-2.0
9,"[4, 9]","[9, 11]",20,"[[4, 9, 4]]",[17],"[['H', 'S']]",-1.0
9,"[2, 8]","[9, 10]",19,"[[2, 8, 9]]",[19],[['D']],0.0
10,"[11, 7]","[10, 5, 10]",25,"[[11, 7, 8, 10]]",[26],"[['H', 'H']]",-1.0
6,"[10, 11]","[6, 7, 10]",23,"[[10, 11]]",['BJ'],[['S']],1.5
9,"[11, 5]","[9, 10]",19,"[[11, 5, 4]]",[20],"[['H', 'S']]",1.0
10,"[10, 11]","[10, 4, 10]",24,"[[10, 11]]",['BJ'],[['S']],1.5
8,"[9, 5]","[8, 8, 3]",19,"[[9, 5, 8]]",[22],[['H']],-1.0
10,"[4, 2]","[10, 3, 10]",23,"[[4, 2, 2, 6, 8]]",[22],"[['H', 'H', 'H']]",-1.0
4,"[11, 10]","[4, 10, 10]",24,"[[11, 10]]",['BJ'],[['S']],1.5
4,"[4, 2]","[4, 7, 2, 2, 10]",25,"[[4, 2, 10]]",[16],"[['H', 'S']]",1.0
9,"[10, 3]","[9, 4, 3, 11]",17,"[[10, 3, 6]]",[19],"[['H', 'S']]",1.0
10,"[10, 10]","[10, 3, 2, 8]",23,"[[10, 10]]",[20],[['S']],1.0
4,"[7, 10]","[4, 11, 5]",20,"[[7, 10]]",[17],[['S']],-1.0
5,"[6, 6]","[5, 10, 8]",23,"[[6, 9], [6, 10]]","[15, 16]","[['P', 'S'], ['S']]",2.0
6,"[10, 10]","[6, 2, 11]",19,"[[10, 10]]",[20],[['S']],1.0
4,"[10, 3]","[4, 11, 10, 10]",25,"[[10, 3]]",[13],[['S']],1.0
10,"[2, 6]","[10, 9]",19,"[[2, 6, 10]]",[18],"[['H', 'S']]",-1.0
6,"[6, 4]","[6, 7, 9]",22,"[[6, 4, 5]]",[15],[['D']],2.0
10,"[11, 5]","[10, 2, 2, 5]",19,"[[11, 5, 8, 10]]",[24],"[['H', 'H']]",-1.0
5,"[4, 8]","[5, 10, 7]",22,"[[4, 8]]",[12],[['S']],1.0
3,"[2, 6]","[3, 4, 3, 3, 7]",20,"[[2, 6, 10]]",[18],"[['H', 'S']]",-1.0
6,"[10, 2]","[6, 9, 4]",19,"[[10, 2]]",[12],[['S']],-1.0
11,"[6, 10]","[11, 8]",19,"[[6, 10]]",[16],"[['N', 'R']]",-0.5
9,"[10, 10]","[9, 8]",17,"[[10, 10]]",[20],[['S']],1.0
6,"[11, 10]","[6, 11, 10]",17,"[[11, 10]]",['BJ'],[['S']],1.5
10,"[10, 9]","[10, 9]",19,"[[10, 9]]",[19],[['S']],0.0
9,"[6, 5]","[9, 11]",20,"[[6, 5, 5]]",[16],[['D']],-2.0
5,"[10, 8]","[5, 9, 2, 6]",22,"[[10, 8]]",[18],[['S']],1.0
8,"[4, 10]","[8, 8, 9]",25,"[[4, 10, 10]]",[24],[['H']],-1.0
10,"[10, 7]","[10, 2, 10]",22,"[[10, 7]]",[17],[['S']],1.0
10,"[10, 11]","[10, 9]",19,"[[10, 11]]",['BJ'],[['S']],1.5
2,"[9, 5]","[2, 5, 8, 10]",25,"[[9, 5]]",[14],[['S']],1.0
3,"[4, 4]","[3, 10, 6]",19,"[[4, 4, 9]]",[17],"[['H', 'S']]",-1.0
9,"[10, 10]","[9, 10]",19,"[[10, 10]]",[20],[['S']],1.0
6,"[3, 2]","[6, 8, 10]",24,"[[3, 2, 4, 2, 11]]",[12],"[['H', 'H', 'H', 'S']]",1.0
8,"[11, 5]","[8, 2, 9]",19,"[[11, 5, 5]]",[21],"[['H', 'S']]",1.0
8,"[2, 11]","[8, 10]",18,"[[2, 11, 11, 10, 4]]",[18],"[['H', 'H', 'H', 'S']]",0.0
9,"[10, 10]","[9, 3, 3, 6]",21,"[[10, 10]]",[20],[['S']],-1.0
8,"[5, 8]","[8, 3, 2, 10]",23,"[[5, 8, 11, 11, 10]]",[25],"[['H', 'H', 'H']]",-1.0
10,"[3, 7]","[10, 10]",20,"[[3, 7, 10]]",[20],"[['H', 'S']]",0.0
7,"[10, 10]","[7, 10]",17,"[[10, 10]]",[20],[['S']],1.0
6,"[10, 10]","[6, 4, 8]",18,"[[10, 10]]",[20],[['S']],1.0
10,"[4, 10]","[10, 3, 10]",23,"[[4, 10, 11, 10]]",[25],"[['H', 'H']]",-1.0
6,"[3, 5]","[6, 10, 10]",26,"[[3, 5, 9]]",[17],"[['H', 'S']]",1.0
10,"[6, 4]","[10, 11]",BJ,"[[6, 4]]",[10],[[]],-1.0
10,"[10, 6]","[10, 7]",17,"[[10, 6]]",[16],[['R']],-0.5
7,"[6, 2]","[7, 5, 10]",22,"[[6, 2, 11]]",[19],"[['H', 'S']]",1.0
3,"[4, 2]","[3, 3, 2, 5, 2, 2]",17,"[[4, 2, 2, 4, 10]]",[22],"[['H', 'H', 'H']]",-1.0
3,"[7, 10]","[3, 10, 8]",21,"[[7, 10]]",[17],[['S']],-1.0
4,"[9, 10]","[4, 9, 11, 11, 5]",20,"[[9, 10]]",[19],[['S']],-1.0
4,"[10, 3]","[4, 10, 7]",21,"[[10, 3]]",[13],[['S']],-1.0
10,"[10, 4]","[10, 5, 2]",17,"[[10, 4, 3]]",[17],"[['H', 'S']]",0.0
5,"[5, 9]","[5, 9, 6]",20,"[[5, 9]]",[14],[['S']],-1.0
8,"[3, 10]","[8, 7, 6]",21,"[[3, 10, 10]]",[23],[['H']],-1.0
5,"[10, 5]","[5, 10, 5]",20,"[[10, 5]]",[15],[['S']],-1.0
7,"[7, 7]","[7, 3, 9]",19,"[[7, 10], [7, 10], [7, 11]]","[17, 17, 18]","[['P', 'S'], ['P', 'S'], ['S']]",-3.0
10,"[4, 10]","[10, 5, 3]",18,"[[4, 10, 10]]",[24],[['H']],-1.0
7,"[10, 9]","[7, 10]",17,"[[10, 9]]",[19],[['S']],1.0
6,"[10, 4]","[6, 4, 9]",19,"[[10, 4]]",[14],[['S']],-1.0
7,"[10, 11]","[7, 7, 11, 11, 10]",26,"[[10, 11]]",['BJ'],[['S']],1.5
3,"[10, 9]","[3, 6, 5, 11, 6]",21,"[[10, 9]]",[19],[['S']],-1.0
5,"[3, 7]","[5, 2, 3, 3, 9]",22,"[[3, 7, 8]]",[18],[['D']],2.0
10,"[8, 11]","[10, 6, 5]",21,"[[8, 11]]",[19],[['S']],-1.0
7,"[10, 7]","[7, 6, 7]",20,"[[10, 7]]",[17],[['S']],-1.0
10,"[10, 2]","[10, 2, 6]",18,"[[10, 2, 10]]",[22],[['H']],-1.0
4,"[10, 10]","[4, 3, 11]",18,"[[10, 10]]",[20],[['S']],1.0
3,"[3, 11]","[3, 11, 10, 4]",18,"[[3, 11, 7]]",[21],"[['H', 'S']]",1.0
10,"[10, 9]","[10, 9]",19,"[[10, 9]]",[19],[['S']],0.0
7,"[9, 3]","[7, 10]",17,"[[9, 3, 6]]",[18],"[['H', 'S']]",1.0
3,"[5, 10]","[3, 4, 4, 6]",17,"[[5, 10]]",[15],[['S']],-1.0
3,"[5, 5]","[3, 10, 2, 10]",25,"[[5, 5, 2]]",[12],[['D']],2.0
8,"[11, 10]","[8, 8, 8]",24,"[[11, 10]]",['BJ'],[['S']],1.5
10,"[7, 4]","[10, 5, 7]",22,"[[7, 4, 11]]",[12],[['D']],2.0
2,"[10, 10]","[2, 2, 8, 10]",22,"[[10, 10]]",[20],[['S']],1.0
10,"[11, 6]","[10, 2, 7]",19,"[[11, 6, 10]]",[17],"[['H', 'S']]",-1.0
2,"[10, 7]","[2, 2, 9, 10]",23,"[[10, 7]]",[17],[['S']],1.0
5,"[10, 2]","[5, 3, 11]",19,"[[10, 2]]",[12],[['S']],-1.0
4,"[6, 10]","[4, 6, 9]",19,"[[6, 10]]",[16],[['S']],-1.0
4,"[10, 10]","[4, 7, 7]",18,"[[10, 10]]",[20],[['S']],1.0
3,"[10, 10]","[3, 10, 2, 10]",25,"[[10, 10]]",[20],[['S']],1.0
6,"[11, 3]","[6, 10, 8]",24,"[[11, 3, 11]]",[15],[['D']],2.0
5,"[7, 6]","[5, 3, 4, 10]",22,"[[7, 6]]",[13],[['S']],1.0
3,"[7, 4]","[3, 7, 2, 2, 5]",19,"[[7, 4, 9]]",[20],[['D']],2.0
9,"[10, 11]","[9, 6, 10]",25,"[[10, 11]]",['BJ'],[['S']],1.5
4,"[7, 10]","[4, 10, 11, 11, 7]",23,"[[7, 10]]",[17],[['S']],1.0
11,"[3, 3]","[11, 10]",BJ,"[[3, 3]]",[6],[['N']],-1.0
8,"[10, 2]","[8, 10]",18,"[[10, 2, 7]]",[19],"[['H', 'S']]",1.0
10,"[9, 5]","[10, 9]",19,"[[9, 5, 11, 7]]",[22],"[['H', 'H']]",-1.0
2,"[6, 5]","[2, 8, 10]",20,"[[6, 5, 7]]",[18],[['D']],-2.0
2,"[4, 6]","[2, 4, 10, 9]",25,"[[4, 6, 10]]",[20],[['D']],2.0
11,"[10, 3]","[11, 4, 7, 10]",22,"[[10, 3, 8]]",[21],"[['N', 'H', 'S']]",1.0
9,"[9, 5]","[9, 3, 10]",22,"[[9, 5, 11, 5]]",[20],"[['H', 'H', 'S']]",1.0
10,"[9, 5]","[10, 9]",19,"[[9, 5, 10]]",[24],[['H']],-1.0
10,"[6, 9]","[10, 9]",19,"[[6, 9]]",[15],[['R']],-0.5
10,"[5, 10]","[10, 3, 8]",21,"[[5, 10]]",[15],[['R']],-0.5
6,"[9, 10]","[6, 10, 8]",24,"[[9, 10]]",[19],[['S']],1.0
10,"[11, 10]","[10, 2, 5]",17,"[[11, 10]]",['BJ'],[['S']],1.5
10,"[10, 10]","[10, 5, 7]",22,"[[10, 10]]",[20],[['S']],1.0
10,"[9, 5]","[10, 3, 4]",17,"[[9, 5, 5]]",[19],"[['H', 'S']]",1.0
11,"[3, 2]","[11, 10]",BJ,"[[3, 2]]",[5],[['N']],-1.0
8,"[4, 10]","[8, 7, 4]",19,"[[4, 10, 10]]",[24],[['H']],-1.0
11,"[10, 10]","[11, 8]",19,"[[10, 10]]",[20],"[['N', 'S']]",1.0
10,"[2, 5]","[10, 5, 10]",25,"[[2, 5, 11, 10]]",[18],"[['H', 'H', 'S']]",1.0
8,"[10, 4]","[8, 10]",18,"[[10, 4, 10]]",[24],[['H']],-1.0
2,"[7, 9]","[2, 6, 3, 10]",21,"[[7, 9]]",[16],[['S']],-1.0
7,"[4, 10]","[7, 4, 8]",19,"[[4, 10, 6]]",[20],"[['H', 'S']]",1.0
9,"[10, 3]","[9, 8]",17,"[[10, 3, 9]]",[22],[['H']],-1.0
6,"[10, 4]","[6, 10, 6]",22,"[[10, 4]]",[14],[['S']],1.0
4,"[11, 10]","[4, 4, 7, 8]",23,"[[11, 10]]",['BJ'],[['S']],1.5
4,"[7, 10]","[4, 9, 10]",23,"[[7, 10]]",[17],[['S']],1.0
2,"[10, 6]","[2, 8, 10]",20,"[[10, 6]]",[16],[['S']],-1.0
10,"[10, 10]","[10, 10]",20,"[[10, 10]]",[20],[['S']],0.0
6,"[5, 7]","[6, 8, 8]",22,"[[5, 7]]",[12],[['S']],1.0
10,"[9, 6]","[10, 5, 3]",18,"[[9, 6]]",[15],[['R']],-0.5
2,"[7, 10]","[2, 10, 4, 7]",23,"[[7, 10]]",[17],[['S']],1.0
5,"[11, 10]","[5, 10, 10]",25,"[[11, 10]]",['BJ'],[['S']],1.5
8,"[9, 7]","[8, 10]",18,"[[9, 7, 8]]",[24],[['H']],-1.0
8,"[5, 11]","[8, 10]",18,"[[5, 11, 10, 10]]",[26],"[['H', 'H']]",-1.0
10,"[6, 3]","[10, 10]",20,"[[6, 3, 11]]",[20],"[['H', 'S']]",0.0
3,"[10, 10]","[3, 6, 9]",18,"[[10, 10]]",[20],[['S']],1.0
10,"[3, 6]","[10, 5, 7]",22,"[[3, 6, 10]]",[19],"[['H', 'S']]",1.0
10,"[6, 3]","[10, 5, 8]",23,"[[6, 3, 11]]",[20],"[['H', 'S']]",1.0
2,"[10, 2]","[2, 11, 9, 10]",22,"[[10, 2, 10]]",[22],[['H']],-1.0
6,"[3, 10]","[6, 10, 4]",20,"[[3, 10]]",[13],[['S']],-1.0
5,"[4, 8]","[5, 4, 8]",17,"[[4, 8]]",[12],[['S']],-1.0
10,"[10, 2]","[10, 8]",18,"[[10, 2, 7]]",[19],"[['H', 'S']]",1.0
6,"[2, 6]","[6, 10, 11]",17,"[[2, 6, 3, 11]]",[12],"[['H', 'H', 'S']]",-1.0
9,"[5, 10]","[9, 10]",19,"[[5, 10, 2]]",[17],"[['H', 'S']]",-1.0
11,"[6, 9]","[11, 8]",19,"[[6, 9]]",[15],"[['N', 'R']]",-0.5
6,"[6, 10]","[6, 5, 3, 10]",24,"[[6, 10]]",[16],[['S']],1.0
7,"[2, 10]","[7, 3, 9]",19,"[[2, 10, 11, 6]]",[19],"[['H', 'H', 'S']]",0.0
2,"[10, 10]","[2, 10, 11, 11, 10]",24,"[[10, 10]]",[20],[['S']],1.0
11,"[4, 5]","[11, 3, 8, 6]",18,"[[4, 5, 10]]",[19],"[['N', 'H', 'S']]",1.0
4,"[10, 4]","[4, 10, 10]",24,"[[10, 4]]",[14],[['S']],1.0
5,"[9, 10]","[5, 9, 4]",18,"[[9, 10]]",[19],[['S']],1.0
2,"[10, 10]","[2, 9, 2, 11, 3]",17,"[[10, 10]]",[20],[['S']],1.0
8,"[2, 5]","[8, 5, 5]",18,"[[2, 5, 10]]",[17],"[['H', 'S']]",-1.0
10,"[6, 8]","[10, 8]",18,"[[6, 8, 10]]",[24],[['H']],-1.0
5,"[6, 8]","[5, 3, 7, 8]",23,"[[6, 8]]",[14],[['S']],1.0
10,"[5, 10]","[10, 5, 7]",22,"[[5, 10]]",[15],[['R']],-0.5
10,"[10, 2]","[10, 7]",17,"[[10, 2, 10]]",[22],[['H']],-1.0
7,"[3, 11]","[7, 10]",17,"[[3, 11, 3, 10]]",[17],"[['H', 'H', 'S']]",0.0
10,"[3, 9]","[10, 9]",19,"[[3, 9, 8]]",[20],"[['H', 'S']]",1.0
10,"[10, 10]","[10, 10]",20,"[[10, 10]]",[20],[['S']],0.0
8,"[9, 2]","[8, 6, 7]",21,"[[9, 2, 5]]",[16],[['D']],-2.0
4,"[10, 10]","[4, 10, 9]",23,"[[10, 10]]",[20],[['S']],1.0
10,"[3, 11]","[10, 9]",19,"[[3, 11, 10, 7]]",[21],"[['H', 'H', 'S']]",1.0
8,"[7, 10]","[8, 10]",18,"[[7, 10]]",[17],[['S']],-1.0
10,"[2, 2]","[10, 10]",20,"[[2, 2, 10, 7]]",[21],"[['H', 'H', 'S']]",1.0
2,"[6, 4]","[2, 10, 5]",17,"[[6, 4, 5]]",[15],[['D']],-2.0
7,"[9, 10]","[7, 11]",18,"[[9, 10]]",[19],[['S']],1.0
10,"[6, 11]","[10, 5, 9]",24,"[[6, 11, 2]]",[19],"[['H', 'S']]",1.0
6,"[7, 10]","[6, 10, 6]",22,"[[7, 10]]",[17],[['S']],1.0
9,"[6, 3]","[9, 10]",19,"[[6, 3, 7, 4]]",[20],"[['H', 'H', 'S']]",1.0
7,"[3, 3]","[7, 10]",17,"[[3, 2, 3, 5, 3, 10], [3, 4, 9, 8]]","[26, 24]","[['P', 'H', 'H', 'H', 'H'], ['H', 'H']]",-2.0
5,"[10, 3]","[5, 10, 8]",23,"[[10, 3]]",[13],[['S']],1.0
10,"[11, 4]","[10, 10]",20,"[[11, 4, 9, 10]]",[24],"[['H', 'H']]",-1.0
11,"[4, 7]","[11, 3, 10, 4]",18,"[[4, 7, 3]]",[14],"[['N', 'D']]",-2.0
4,"[6, 3]","[4, 10, 3]",17,"[[6, 3, 4]]",[13],[['D']],-2.0
10,"[7, 7]","[10, 3, 10]",23,"[[7, 7, 10]]",[24],[['H']],-1.0
4,"[2, 10]","[4, 2, 10, 5]",21,"[[2, 10]]",[12],[['S']],-1.0
11,"[6, 6]","[11, 10]",BJ,"[[6, 6]]",[12],[['N']],-1.0
6,"[5, 10]","[6, 7, 2, 7]",22,"[[5, 10]]",[15],[['S']],1.0
10,"[3, 3]","[10, 10]",20,"[[3, 3, 10, 5]]",[21],"[['H', 'H', 'S']]",1.0
10,"[8, 10]","[10, 11]",BJ,"[[8, 10]]",[18],[[]],-1.0
10,"[7, 11]","[10, 8]",18,"[[7, 11, 6, 9]]",[23],"[['H', 'H']]",-1.0
9,"[5, 5]","[9, 10]",19,"[[5, 5, 10]]",[20],[['D']],2.0
6,"[8, 10]","[6, 11, 10]",17,"[[8, 10]]",[18],[['S']],1.0
3,"[10, 2]","[3, 10, 9]",22,"[[10, 2, 7]]",[19],"[['H', 'S']]",1.0
9,"[10, 10]","[9, 10]",19,"[[10, 10]]",[20],[['S']],1.0
8,"[4, 11]","[8, 9]",17,"[[4, 11, 8, 2, 10]]",[25],"[['H', 'H', 'H']]",-1.0
10,"[10, 7]","[10, 5, 8]",23,"[[10, 7]]",[17],[['S']],1.0
6,"[3, 10]","[6, 7, 2, 5]",20,"[[3, 10]]",[13],[['S']],-1.0
2,"[10, 2]","[2, 7, 11]",20,"[[10, 2, 4]]",[16],"[['H', 'S']]",-1.0
9,"[7, 8]","[9, 10]",19,"[[7, 8, 7]]",[22],[['H']],-1.0
2,"[10, 10]","[2, 6, 11]",19,"[[10, 10]]",[20],[['S']],1.0
11,"[7, 2]","[11, 10]",BJ,"[[7, 2]]",[9],[['N']],-1.0
10,"[4, 5]","[10, 4, 10]",24,"[[4, 5, 7, 8]]",[24],"[['H', 'H']]",-1.0
6,"[11, 10]","[6, 2, 6, 5]",19,"[[11, 10]]",['BJ'],[['S']],1.5
9,"[4, 5]","[9, 5, 6]",20,"[[4, 5, 4, 3, 10]]",[26],"[['H', 'H', 'H']]",-1.0
10,"[9, 6]","[10, 3, 8]",21,"[[9, 6]]",[15],[['R']],-0.5
10,"[9, 5]","[10, 8]",18,"[[9, 5, 11, 8]]",[23],"[['H', 'H']]",-1.0
3,"[10, 10]","[3, 10, 8]",21,"[[10, 10]]",[20],[['S']],-1.0
10,"[8, 8]","[10, 4, 7]",21,"[[8, 10], [8, 3, 3]]","[18, 14]","[['P', 'S'], ['D']]",-3.0
2,"[10, 9]","[2, 10, 2, 8]",22,"[[10, 9]]",[19],[['S']],1.0
10,"[3, 4]","[10, 6, 5]",21,"[[3, 4, 10]]",[17],"[['H', 'S']]",-1.0
9,"[2, 10]","[9, 10]",19,"[[2, 10, 11, 10]]",[23],"[['H', 'H']]",-1.0
8,"[11, 6]","[8, 10]",18,"[[11, 6, 2]]",[19],"[['H', 'S']]",1.0
4,"[10, 8]","[4, 5, 10]",19,"[[10, 8]]",[18],[['S']],-1.0
10,"[6, 10]","[10, 7]",17,"[[6, 10]]",[16],[['R']],-0.5
7,"[8, 5]","[7, 10]",17,"[[8, 5, 7]]",[20],"[['H', 'S']]",1.0
6,"[2, 11]","[6, 2, 7, 2]",17,"[[2, 11, 10]]",[13],[['D']],-2.0
10,"[2, 7]","[10, 7]",17,"[[2, 7, 10]]",[19],"[['H', 'S']]",1.0
10,"[3, 10]","[10, 2, 8]",20,"[[3, 10, 7]]",[20],"[['H', 'S']]",0.0
4,"[5, 10]","[4, 10, 10]",24,"[[5, 10]]",[15],[['S']],1.0
9,"[10, 6]","[9, 3, 4, 10]",26,"[[10, 6]]",[16],[['R']],-0.5
4,"[8, 2]","[4, 3, 5, 9]",21,"[[8, 2, 10]]",[20],[['D']],-2.0
10,"[9, 3]","[10, 3, 9]",22,"[[9, 3, 6]]",[18],"[['H', 'S']]",1.0
10,"[4, 4]","[10, 11]",BJ,"[[4, 4]]",[8],[[]],-1.0
7,"[7, 7]","[7, 4, 10]",21,"[[7, 4, 10], [7, 11]]","[21, 18]","[['P', 'D'], ['S']]",-1.0
2,"[11, 4]","[2, 10, 10]",22,"[[11, 4, 2, 10]]",[17],"[['H', 'H', 'S']]",1.0
10,"[7, 10]","[10, 10]",20,"[[7, 10]]",[17],[['S']],-1.0
10,"[5, 2]","[10, 9]",19,"[[5, 2, 7, 6]]",[20],"[['H', 'H', 'S']]",1.0
3,"[3, 3]","[3, 7, 10]",20,"[[3, 10], [3, 10], [3, 10]]","[13, 13, 13]","[['P', 'S'], ['P', 'S'], ['S']]",-3.0
6,"[5, 10]","[6, 5, 10]",21,"[[5, 10]]",[15],[['S']],-1.0
10,"[6, 10]","[10, 5, 11, 5]",21,"[[6, 10]]",[16],[['R']],-0.5
5,"[6, 4]","[5, 6, 4, 11, 10]",26,"[[6, 4, 7]]",[17],[['D']],2.0
6,"[6, 11]","[6, 6, 4, 10]",26,"[[6, 11, 8]]",[15],[['D']],2.0
10,"[6, 7]","[10, 8]",18,"[[6, 7, 5]]",[18],"[['H', 'S']]",0.0
3,"[10, 3]","[3, 10, 11, 3]",17,"[[10, 3]]",[13],[['S']],-1.0
9,"[2, 9]","[9, 11]",20,"[[2, 9, 8]]",[19],[['D']],-2.0
10,"[2, 7]","[10, 3, 2, 5]",20,"[[2, 7, 7, 5]]",[21],"[['H', 'H', 'S']]",1.0
9,"[7, 10]","[9, 7, 5]",21,"[[7, 10]]",[17],[['S']],-1.0
7,"[10, 4]","[7, 6, 2, 6]",21,"[[10, 4, 9]]",[23],[['H']],-1.0
10,"[4, 3]","[10, 2, 6]",18,"[[4, 3, 10]]",[17],"[['H', 'S']]",-1.0
10,"[6, 3]","[10, 11]",BJ,"[[6, 3]]",[9],[[]],-1.0
4,"[9, 9]","[4, 9, 10]",23,"[[9, 10], [9, 8]]","[19, 17]","[['P', 'S'], ['S']]",2.0
8,"[10, 9]","[8, 2, 3, 10]",23,"[[10, 9]]",[19],[['S']],1.0
7,"[10, 3]","[7, 7, 10]",24,"[[10, 3, 10]]",[23],[['H']],-1.0
5,"[10, 10]","[5, 10, 10]",25,"[[10, 10]]",[20],[['S']],1.0
6,"[7, 10]","[6, 10, 11]",17,"[[7, 10]]",[17],[['S']],0.0
10,"[7, 6]","[10, 8]",18,"[[7, 6, 8]]",[21],"[['H', 'S']]",1.0
8,"[8, 9]","[8, 11]",19,"[[8, 9]]",[17],[['S']],-1.0
7,"[2, 4]","[7, 6, 4]",17,"[[2, 4, 11, 10]]",[17],"[['H', 'H', 'S']]",0.0
7,"[10, 10]","[7, 2, 3, 6]",18,"[[10, 10]]",[20],[['S']],1.0
8,"[9, 10]","[8, 10]",18,"[[9, 10]]",[19],[['S']],1.0
10,"[9, 10]","[10, 7]",17,"[[9, 10]]",[19],[['S']],1.0
10,"[10, 10]","[10, 8]",18,"[[10, 10]]",[20],[['S']],1.0
11,"[8, 5]","[11, 10]",BJ,"[[8, 5]]",[13],[['N']],-1.0
8,"[10, 11]","[8, 5, 10]",23,"[[10, 11]]",['BJ'],[['S']],1.5
5,"[6, 11]","[5, 2, 11]",18,"[[6, 11, 6]]",[13],[['D']],-2.0
2,"[10, 10]","[2, 9, 5, 11]",17,"[[10, 10]]",[20],[['S']],1.0
10,"[8, 8]","[10, 10]",20,"[[8, 5, 6], [8, 9]]","[19, 17]","[['P', 'H', 'S'], ['S']]",-2.0
7,"[9, 10]","[7, 4, 11, 10]",22,"[[9, 10]]",[19],[['S']],1.0
5,"[4, 10]","[5, 10, 3]",18,"[[4, 10]]",[14],[['S']],-1.0
5,"[5, 11]","[5, 8, 3, 10]",26,"[[5, 11, 2]]",[18],[['D']],2.0
3,"[10, 8]","[3, 8, 8]",19,"[[10, 8]]",[18],[['S']],-1.0
10,"[11, 11]","[10, 7]",17,"[[11, 2], [11, 10]]","[13, 21]","[['P'], []]",0.0
11,"[4, 10]","[11, 8]",19,"[[4, 10, 6]]",[20],"[['N', 'H', 'S']]",1.0
2,"[10, 9]","[2, 10, 10]",22,"[[10, 9]]",[19],[['S']],1.0
7,"[2, 11]","[7, 10]",17,"[[2, 11, 3, 5]]",[21],"[['H', 'H', 'S']]",1.0
3,"[11, 7]","[3, 4, 6, 2, 10]",25,"[[11, 7, 4]]",[12],[['D']],2.0
11,"[10, 6]","[11, 9]",20,"[[10, 6]]",[16],"[['N', 'R']]",-0.5
6,"[10, 4]","[6, 5, 9]",20,"[[10, 4]]",[14],[['S']],-1.0
4,"[5, 2]","[4, 6, 9]",19,"[[5, 2, 11]]",[18],"[['H', 'S']]",-1.0
3,"[8, 3]","[3, 10, 8]",21,"[[8, 3, 6]]",[17],[['D']],-2.0
5,"[7, 4]","[5, 11, 11, 9, 6]",22,"[[7, 4, 10]]",[21],[['D']],2.0
10,"[10, 2]","[10, 5, 10]",25,"[[10, 2, 4, 7]]",[23],"[['H', 'H']]",-1.0
10,"[9, 7]","[10, 7]",17,"[[9, 7]]",[16],[['R']],-0.5
11,"[5, 11]","[11, 10]",BJ,"[[5, 11]]",[16],[['N']],-1.0
10,"[11, 2]","[10, 5, 9]",24,"[[11, 2, 10, 11, 10]]",[24],"[['H', 'H', 'H']]",-1.0
5,"[2, 8]","[5, 10, 10]",25,"[[2, 8, 11]]",[21],[['D']],2.0
10,"[10, 9]","[10, 10]",20,"[[10, 9]]",[19],[['S']],-1.0
10,"[9, 9]","[10, 10]",20,"[[9, 9]]",[18],[['S']],-1.0
6,"[3, 6]","[6, 10, 7]",23,"[[3, 6, 10]]",[19],[['D']],2.0
6,"[10, 3]","[6, 5, 10]",21,"[[10, 3]]",[13],[['S']],-1.0
2,"[10, 11]","[2, 10, 10]",22,"[[10, 11]]",['BJ'],[['S']],1.5
8,"[2, 3]","[8, 8, 10]",26,"[[2, 3, 11, 10, 7]]",[23],"[['H', 'H', 'H']]",-1.0
10,"[4, 3]","[10, 8]",18,"[[4, 3, 7, 2, 6]]",[22],"[['H', 'H', 'H']]",-1.0
4,"[11, 7]","[4, 3, 3, 10]",20,"[[11, 7, 5]]",[13],[['D']],-2.0
4,"[10, 10]","[4, 3, 8, 3]",18,"[[10, 10]]",[20],[['S']],1.0
3,"[8, 10]","[3, 8, 10]",21,"[[8, 10]]",[18],[['S']],-1.0
3,"[2, 11]","[3, 10, 7]",20,"[[2, 11, 10]]",[13],"[['H', 'S']]",-1.0
8,"[10, 10]","[8, 3, 4, 10]",25,"[[10, 10]]",[20],[['S']],1.0
10,"[11, 2]","[10, 5, 10]",25,"[[11, 2, 11, 8, 7]]",[19],"[['H', 'H', 'H', 'S']]",1.0
9,"[6, 10]","[9, 3, 10]",22,"[[6, 10]]",[16],[['R']],-0.5
3,"[3, 10]","[3, 3, 2, 3, 2, 4]",17,"[[3, 10]]",[13],[['S']],-1.0
6,"[10, 2]","[6, 10, 10]",26,"[[10, 2]]",[12],[['S']],1.0
6,"[7, 4]","[6, 6, 5]",17,"[[7, 4, 6]]",[17],[['D']],0.0
3,"[8, 10]","[3, 3, 11, 7, 10]",24,"[[8, 10]]",[18],[['S']],1.0
6,"[6, 2]","[6, 5, 9]",20,"[[6, 2, 10]]",[18],"[['H', 'S']]",-1.0
4,"[3, 5]","[4, 7, 10]",21,"[[3, 5, 7]]",[15],"[['H', 'S']]",-1.0
9,"[9, 7]","[9, 7, 4]",20,"[[9, 7]]",[16],[['R']],-0.5
8,"[6, 5]","[8, 10]",18,"[[6, 5, 10]]",[21],[['D']],2.0
8,"[10, 7]","[8, 5, 8]",21,"[[10, 7]]",[17],[['S']],-1.0
7,"[10, 5]","[7, 2, 2, 6]",17,"[[10, 5, 3]]",[18],"[['H', 'S']]",1.0
10,"[6, 9]","[10, 10]",20,"[[6, 9]]",[15],[['R']],-0.5
10,"[6, 10]","[10, 7]",17,"[[6, 10]]",[16],[['R']],-0.5
8,"[10, 10]","[8, 9]",17,"[[10, 10]]",[20],[['S']],1.0
